id,token,tag,wiki_id
125,фрактальными,B-TERM,
126,(,O,
127,самоподобными,B-TERM,
128,),O,
129,свойствами,B-TERM,
130,обладают,O,
131,не,O,
132,СП,B-TERM,Q228191
133,Ni,I-TERM,
134,",",O,
135,Vi,B-TERM,
136,",",O,
137,Ṽi,B-TERM,
138,",",O,
139,но,O,
140,их,O,
141,накопленные,B-TERM,
142,суммы,I-TERM,
143,и,O,
144,получены,O,
145,оценки,B-TERM,Q37113960
146,их,O,
147,показателей,B-TERM,
148,Херста,I-TERM,
149,.,O,
150,Построены,O,
151,регрессионные,B-TERM,Q30556303
152,модели,I-TERM,
153,",",O,
154,описывающие,O,
155,зависимости,B-TERM,Q186290
156,показателей,B-TERM,
157,Херста,I-TERM,
158,накопленных,B-TERM,
159,сумм,I-TERM,
160,СП,I-TERM,
161,Ni,B-TERM,
162,",",O,
163,Vi,B-TERM,
164,",",O,
165,Ṽi,B-TERM,
166,",",O,
167,от,O,
168,объемов,B-TERM,Q11028
169,информации,I-TERM,
170,и,O,
171,числа,O,
172,пакетов,B-TERM,Q1995545
173,",",O,
174,переданных,O,
175,каждым,O,
176,из,O,
177,выбранных,O,
178,классов,B-TERM,
179,пользователей,I-TERM,
180,",",O,
181,которые,O,
182,позволяют,O,
183,оценивать,O,
184,взаимное,B-TERM,
185,влияние,I-TERM,
186,информационных,B-TERM,
187,потоков,I-TERM,
188,",",O,
189,создаваемых,O,
190,«,O,
191,Мышами,O,
192,»,O,
193,",",O,
194,«,O,
195,Мулами,O,
196,»,O,
197,и,O,
198,«,O,
199,Слонами,O,
200,»,O,
201,",",O,
202,друг,O,
203,на,O,
204,друга,O,
205,.,O,
206,Установлено,O,
207,",",O,
208,что,O,
209,значения,O,
210,объемов,B-TERM,
211,информации,I-TERM,
212,",",O,
213,переданной,O,
214,в,O,
215,течение,O,
216,15,O,
217,минут,O,
218,каждым,O,
219,из,O,
220,классов,B-TERM,
221,пользователей,I-TERM,
222,",",O,
223,связаны,O,
224,детерминированными,B-TERM,
225,линейными,I-TERM,
226,зависимостями,I-TERM,
227,.,O,
228,Это,O,
229,свидетельствует,O,
230,о,O,
231,возможности,O,
232,разработки,O,
233,механизмов,B-TERM,
234,балансировки,I-TERM,
235,объемов,B-TERM,
236,передаваемой,I-TERM,
237,информации,I-TERM,
238,",",O,
239,призванных,O,
240,повысить,O,
241,качество,B-TERM,
242,обслуживания,I-TERM,
243,пользователей,B-TERM,
244,данным,O,
245,каналом,B-TERM,Q1360517
246,",",O,
247,на,O,
248,основе,O,
249,управления,O,
250,скоростью,B-TERM,
251,передачи,I-TERM,
252,информации,I-TERM,
253,каждого,O,
254,из,O,
255,выделенных,O,
256,классов,B-TERM,
257,пользователей,I-TERM,
258,в,O,
259,зависимости,O,
260,от,O,
261,текущих,O,
262,значений,O,
263,показателей,B-TERM,
264,Херста,I-TERM,
265,накопленных,B-TERM,
266,сумм,I-TERM,
267,СП,I-TERM,
268,Ni,B-TERM,
269,",",O,
270,Vi,B-TERM,
271,",",O,
272,Ṽi,B-TERM,
273,.,O,
274,Приведен,O,
275,пример,O,
276,подобного,O,
277,алгоритма,O,
278,.,O,
