id,token,tag,wiki_id
184,также,O,
185,важность,O,
186,разработки,O,
187,соответствующих,O,
188,интерфейсов,B-TERM,Q23808
189,.,O,
190,Показана,O,
191,важность,O,
192,технологий,B-TERM,
193,обучения,I-TERM,
194,",",O,
195,которое,O,
196,должно,O,
197,быть,O,
198,правильным,O,
199,",",O,
200,эффективным,O,
201,и,O,
202,развивающим,O,
203,и,O,
204,не,O,
205,должно,O,
206,запоминать,O,
207,неэффективные,O,
208,решения,O,
209,.,O,
210,Важным,O,
211,будет,O,
212,обеспечение,O,
213,надежного,O,
214,",",O,
215,с,O,
216,точки,O,
217,зрения,O,
218,сохранности,B-TERM,Q461671
219,и,O,
220,безопасности,B-TERM,Q899388
221,",",O,
222,хранения,B-TERM,Q57515336
223,данных,I-TERM,
224,.,O,
225,Существенно,O,
226,изменятся,O,
227,технологии,B-TERM,Q2695280
228,распознавания,B-TERM,Q1971661
229,объектов,I-TERM,
230,на,O,
231,основе,O,
232,непосредственного,B-TERM,
233,считывания,I-TERM,
234,визуальной,B-TERM,
235,информации,I-TERM,
236,",",O,
237,отмечены,O,
238,организационные,O,
239,и,O,
240,технические,O,
241,проблемы,O,
242,.,O,
243,Показано,O,
244,",",O,
245,что,O,
246,современные,O,
247,системы,B-TERM,Q184793
248,как,O,
249,занимающиеся,O,
250,проектированием,B-TERM,Q857102
251,",",O,
252,так,O,
253,и,O,
254,являющиеся,O,
255,продуктом,O,
256,проектирования,B-TERM,Q857102
257,немыслимы,O,
258,без,O,
259,встроенных,O,
260,технологий,B-TERM,Q2695280
261,искусственного,B-TERM,Q11660
262,интеллекта,I-TERM,
263,.,O,
264,Выделена,O,
265,как,O,
266,самостоятельная,O,
267,часть,O,
268,внедрение,O,
269,технологий,B-TERM,Q2695280
270,автоматического,B-TERM,
271,управления,I-TERM,
272,транспортным,I-TERM,
273,средством,I-TERM,
274,",",O,
275,отмечен,O,
276,ряд,O,
277,организационных,O,
278,проблем,O,
279,.,O,
280,Определены,O,
281,перспективы,O,
282,Q188860,B-TERM,Q184793
283,.,O,
284,Использование,O,
285,мощных,O,
286,библиотек,B-TERM,
287,",",O,
288,интеграция,O,
289,аппаратного,B-TERM,
290,и,O,
291,программного,B-TERM,Q857102
292,проектирования,I-TERM,
293,",",O,
294,применение,O,
295,интеллектуальных,B-TERM,
296,технологий,I-TERM,
297,является,O,
298,ближайшей,O,
299,перспективой,O,
300,САПР,B-TERM,Q184793
301,.,O,
302,Отмечена,O,
303,возможность,O,
304,наследования,B-TERM,
305,решений,I-TERM,
306,для,O,
307,сокращения,O,
308,сроков,O,
309,разработки,O,
310,и,O,
311,уменьшения,O,
312,затрат,O,
313,ресурсов,B-TERM,Q1675349
314,.,O,
315,В,O,
316,заключение,O,
317,показано,O,
318,",",O,
319,что,O,
320,перечисленные,O,
321,перспективы,O,
322,не,O,
323,исчерпывают,O,
324,весь,O,
325,спектр,B-TERM,Q21075690
326,возможных,I-TERM,
327,решений,I-TERM,
328,",",O,
329,а,O,
330,сформулированные,O,
331,проблемы,O,
332,не,O,
333,исчерпывают,O,
334,весь,O,
335,перечень,O,
336,проблем,O,
337,",",O,
338,однако,O,
339,достижение,O,
340,поставленных,O,
341,целей,B-TERM,Q4503831
342,в,O,
343,полной,O,
344,или,O,
345,в,O,
346,частичной,O,
347,мере,O,
348,позволит,O,
349,расширить,O,
350,применение,O,
351,современных,O,
352,и,O,
353,перспективных,O,
354,информационных,B-TERM,Q11661
355,технологий,I-TERM,
356,в,O,
357,различных,O,
358,сферах,O,
359,нашей,O,
360,жизни,O,
361,.,O,
